title,url,release_date,critic_score,audience_score,release_year,omdb_Response,omdb_Error,imdbID,Rated,RuntimeMin,Genre,Plot,Poster,OMDb_raw
Hell or High Water,https://www.rottentomatoes.com/m/hell_or_high_water,"Released Aug 19, 2016",97.0,88.0,2016.0,True,,tt2582782,R,102,"Crime, Drama, Thriller","Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their fami...",https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_SX300.jpg,"{'Title': 'Hell or High Water', 'Year': '2016', 'Rated': 'R', 'Released': '26 Aug 2016', 'Runtime': '102 min', 'Genre': 'Crime, Drama, Thriller', 'Director': 'David Mackenzie', 'Writer': 'Taylor Sheridan', 'Actors': 'Chris Pine, Ben Foster, Jeff Bridges', 'Plot': ""Toby is a divorced father who's trying to make a better life. His brother is an ex-con with a short temper and a loose trigger finger. Together, they plan a series of heists against the bank that's about to foreclose on their fami..."", 'Language': 'English', 'Country': 'United States', 'Awards': 'Nominated for 4 Oscars. 47 wins & 174 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTg4NDA1OTA5NF5BMl5BanBnXkFtZTgwMDQ2MDM5ODE@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '88/100'}], 'Metascore': '88', 'imdbRating': '7.6', 'imdbVotes': '268,065', 'imdbID': 'tt2582782', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$27,007,844', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Blade Runner 2049,https://www.rottentomatoes.com/m/blade_runner_2049,"Released Oct 6, 2017",88.0,88.0,2017.0,True,,tt1856101,R,164,"Action, Drama, Mystery","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg,"{'Title': 'Blade Runner 2049', 'Year': '2017', 'Rated': 'R', 'Released': '06 Oct 2017', 'Runtime': '164 min', 'Genre': 'Action, Drama, Mystery', 'Director': 'Denis Villeneuve', 'Writer': 'Hampton Fancher, Michael Green, Philip K. Dick', 'Actors': 'Harrison Ford, Ryan Gosling, Ana de Armas', 'Plot': ""Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."", 'Language': 'English', 'Country': 'United States, Canada, Spain', 'Awards': 'Won 2 Oscars. 100 wins & 164 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BNzA1Njg4NzYxOV5BMl5BanBnXkFtZTgwODk5NjU3MzI@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '81/100'}], 'Metascore': '81', 'imdbRating': '8.0', 'imdbVotes': '726,193', 'imdbID': 'tt1856101', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$92,071,675', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Hidden Figures,https://www.rottentomatoes.com/m/hidden_figures,"Released Jan 6, 2017",93.0,93.0,2017.0,True,,tt8609526,N/A,42,Short,"In 1962, astronaut Col. John Hershel Glenn Jr. became the first american to orbit the Earth. He circled the globe three times. Hidden figures is a drama loosely based on the people at NASA ...",https://m.media-amazon.com/images/M/MV5BMzgxZTNhYjAtYmM1OC00NjVlLThiYTAtZmFjYjQwOTZiMjcyXkEyXkFqcGdeQXVyMjQ5NjgwMjA@._V1_SX300.jpg,"{'Title': 'Hidden Figures: It All Adds Up - The Making of Hidden Figures', 'Year': '2017', 'Rated': 'N/A', 'Released': '11 Apr 2017', 'Runtime': '42 min', 'Genre': 'Short', 'Director': 'Gregg Temkin', 'Writer': 'N/A', 'Actors': 'Taraji P. Henson, Janelle Monáe, Octavia Spencer', 'Plot': 'In 1962, astronaut Col. John Hershel Glenn Jr. became the first american to orbit the Earth. He circled the globe three times. Hidden figures is a drama loosely based on the people at NASA ...', 'Language': 'English', 'Country': 'USA', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzgxZTNhYjAtYmM1OC00NjVlLThiYTAtZmFjYjQwOTZiMjcyXkEyXkFqcGdeQXVyMjQ5NjgwMjA@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.8/10'}], 'Metascore': 'N/A', 'imdbRating': '7.8', 'imdbVotes': '953', 'imdbID': 'tt8609526', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
The Big Sick,https://www.rottentomatoes.com/m/the_big_sick,"Released Jul 14, 2017",98.0,88.0,2017.0,True,,tt5462602,R,120,"Comedy, Drama, Romance","Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family...",https://m.media-amazon.com/images/M/MV5BYWQ4MWVkMTMtOTE4YS00Y2VmLWE5Y2YtMWJkOTMwZjIyZjY4XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Big Sick', 'Year': '2017', 'Rated': 'R', 'Released': '14 Jul 2017', 'Runtime': '120 min', 'Genre': 'Comedy, Drama, Romance', 'Director': 'Michael Showalter', 'Writer': 'Emily V. Gordon, Kumail Nanjiani', 'Actors': 'Kumail Nanjiani, Zoe Kazan, Holly Hunter', 'Plot': 'Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family...', 'Language': 'English, Urdu', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 19 wins & 101 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYWQ4MWVkMTMtOTE4YS00Y2VmLWE5Y2YtMWJkOTMwZjIyZjY4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '86/100'}], 'Metascore': '86', 'imdbRating': '7.5', 'imdbVotes': '147,847', 'imdbID': 'tt5462602', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$42,873,127', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
"I, Tonya",https://www.rottentomatoes.com/m/i_tonya,"Released Jan 12, 2018",90.0,88.0,2018.0,True,,tt11227058,N/A,9,Short,N/A,N/A,"{'Title': 'I, Tonya: The Psychology of Abuse', 'Year': '2018', 'Rated': 'N/A', 'Released': '20 Apr 2018', 'Runtime': '9 min', 'Genre': 'Short', 'Director': 'Lee Baron', 'Writer': 'Lee Baron', 'Actors': 'Lee Baron', 'Plot': 'N/A', 'Language': 'English', 'Country': 'United Kingdom', 'Awards': 'N/A', 'Poster': 'N/A', 'Ratings': [], 'Metascore': 'N/A', 'imdbRating': 'N/A', 'imdbVotes': 'N/A', 'imdbID': 'tt11227058', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Mission: Impossible - Fallout,https://www.rottentomatoes.com/m/mission_impossible_fallout,"Released Jul 27, 2018",97.0,88.0,2018.0,True,,tt4912910,PG-13,147,"Action, Adventure, Thriller","A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.",https://m.media-amazon.com/images/M/MV5BZmUwZTg2YmMtMmZjOS00ZDYwLWI2ZDgtZDcyY2ZmMWMwZDdlXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Mission: Impossible - Fallout', 'Year': '2018', 'Rated': 'PG-13', 'Released': '27 Jul 2018', 'Runtime': '147 min', 'Genre': 'Action, Adventure, Thriller', 'Director': 'Christopher McQuarrie', 'Writer': 'Bruce Geller, Christopher McQuarrie', 'Actors': 'Tom Cruise, Henry Cavill, Ving Rhames', 'Plot': 'A group of terrorists plans to detonate three plutonium cores for a simultaneous nuclear attack on different cities. Ethan Hunt, along with his IMF team, sets out to stop the carnage.', 'Language': 'English, French', 'Country': 'United States, China, France, Norway', 'Awards': 'Nominated for 1 BAFTA Award26 wins & 41 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZmUwZTg2YmMtMmZjOS00ZDYwLWI2ZDgtZDcyY2ZmMWMwZDdlXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '87/100'}], 'Metascore': '87', 'imdbRating': '7.7', 'imdbVotes': '407,970', 'imdbID': 'tt4912910', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$220,159,104', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Sgt. Stubby: An American Hero,https://www.rottentomatoes.com/m/sgt_stubby_an_american_hero,"Released Apr 13, 2018",89.0,92.0,2018.0,True,,tt5314190,PG,84,"Animation, Adventure, Family","The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.",https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_SX300.jpg,"{'Title': 'Sgt. Stubby: An American Hero', 'Year': '2018', 'Rated': 'PG', 'Released': '13 Apr 2018', 'Runtime': '84 min', 'Genre': 'Animation, Adventure, Family', 'Director': 'Richard Lanni', 'Writer': 'Richard Lanni, Mike Stokey', 'Actors': 'Logan Lerman, Helena Bonham Carter, Gérard Depardieu', 'Plot': 'The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.', 'Language': 'English, French, German', 'Country': 'Ireland, France, United States, Canada', 'Awards': '23 wins & 7 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '58/100'}], 'Metascore': '58', 'imdbRating': '6.9', 'imdbVotes': '2,721', 'imdbID': 'tt5314190', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$4,015,935', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Won't You Be My Neighbor?,https://www.rottentomatoes.com/m/wont_you_be_my_neighbor,"Released Jun 29, 2018",97.0,94.0,2018.0,True,,tt7681902,PG-13,95,"Documentary, Biography, History","An exploration of the life, lessons, and legacy of iconic children's television host Fred Rogers.",https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@._V1_SX300.jpg,"{'Title': ""Won't You Be My Neighbor?"", 'Year': '2018', 'Rated': 'PG-13', 'Released': '29 Jun 2018', 'Runtime': '95 min', 'Genre': 'Documentary, Biography, History', 'Director': 'Morgan Neville', 'Writer': 'N/A', 'Actors': 'Fred Rogers, Margaret Whitmer, Tom Junod', 'Plot': ""An exploration of the life, lessons, and legacy of iconic children's television host Fred Rogers."", 'Language': 'English, Hebrew', 'Country': 'United States', 'Awards': '54 wins & 34 nominations', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '85/100'}], 'Metascore': '85', 'imdbRating': '8.3', 'imdbVotes': '27,443', 'imdbID': 'tt7681902', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$22,835,787', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
A Beautiful Day in the Neighborhood,https://www.rottentomatoes.com/m/a_beautiful_day_in_the_neighborhood,"Released Nov 22, 2019",95.0,92.0,2019.0,True,,tt3224458,PG,109,"Biography, Drama, Family","Lloyd Vogel, a cynical journalist, gets acquainted with a kind-hearted television host Fred Rogers while writing an article on him. With time, they strike an unlikely friendship.",https://m.media-amazon.com/images/M/MV5BMzE5MjVhNDMtMDJhYi00NDJhLWFmZjQtNzc2MWFkYmIzYzU4XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'A Beautiful Day in the Neighborhood', 'Year': '2019', 'Rated': 'PG', 'Released': '22 Nov 2019', 'Runtime': '109 min', 'Genre': 'Biography, Drama, Family', 'Director': 'Marielle Heller', 'Writer': 'Micah Fitzerman-Blue, Noah Harpster, Tom Junod', 'Actors': 'Matthew Rhys, Tom Hanks, Chris Cooper', 'Plot': 'Lloyd Vogel, a cynical journalist, gets acquainted with a kind-hearted television host Fred Rogers while writing an article on him. With time, they strike an unlikely friendship.', 'Language': 'English', 'Country': 'United States, China', 'Awards': 'Nominated for 1 Oscar. 10 wins & 64 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMzE5MjVhNDMtMDJhYi00NDJhLWFmZjQtNzc2MWFkYmIzYzU4XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Metacritic', 'Value': '80/100'}], 'Metascore': '80', 'imdbRating': '7.2', 'imdbVotes': '92,396', 'imdbID': 'tt3224458', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$61,704,055', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Kingdom,https://www.rottentomatoes.com/m/kingdom,"Released Aug 16, 2019",94.0,96.0,2019.0,True,,tt6611916,TV-MA,45,"Action, Drama, Horror","While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.",https://m.media-amazon.com/images/M/MV5BYWQyMDQyYzItYWFhNi00YmViLTkwZTctY2M2NjEyNDJmNGQ5XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Kingdom', 'Year': '2019–2020', 'Rated': 'TV-MA', 'Released': '25 Jan 2019', 'Runtime': '45 min', 'Genre': 'Action, Drama, Horror', 'Director': 'N/A', 'Writer': 'N/A', 'Actors': 'Ju Ji-hoon, Bae Doona, Kim Sungkyu', 'Plot': 'While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.', 'Language': 'Korean', 'Country': 'South Korea', 'Awards': 'N/A', 'Poster': 'https://m.media-amazon.com/images/M/MV5BYWQyMDQyYzItYWFhNi00YmViLTkwZTctY2M2NjEyNDJmNGQ5XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.3/10'}], 'Metascore': 'N/A', 'imdbRating': '8.3', 'imdbVotes': '60,444', 'imdbID': 'tt6611916', 'Type': 'series', 'totalSeasons': '2', 'Response': 'True'}"
The Two Popes,https://www.rottentomatoes.com/m/the_two_popes,"Released Nov 27, 2019",89.0,88.0,2019.0,True,,tt8404614,PG-13,125,"Biography, Comedy, Drama","Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.",https://m.media-amazon.com/images/M/MV5BN2NlYjdkOGEtMGYyOC00MzM5LWE5MzYtYzUyZjE3NTM5NGIyXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'The Two Popes', 'Year': '2019', 'Rated': 'PG-13', 'Released': '20 Dec 2019', 'Runtime': '125 min', 'Genre': 'Biography, Comedy, Drama', 'Director': 'Fernando Meirelles', 'Writer': 'Anthony McCarten', 'Actors': 'Jonathan Pryce, Anthony Hopkins, Juan Minujín', 'Plot': 'Behind Vatican walls, the conservative Pope Benedict XVI and the liberal future Pope Francis must find common ground to forge a new path for the Catholic Church.', 'Language': 'English, Spanish, Italian, Latin, Portuguese, French, German', 'Country': 'United Kingdom, Italy, Argentina, United States, Brazil', 'Awards': 'Nominated for 3 Oscars. 11 wins & 57 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BN2NlYjdkOGEtMGYyOC00MzM5LWE5MzYtYzUyZjE3NTM5NGIyXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '75/100'}], 'Metascore': '75', 'imdbRating': '7.6', 'imdbVotes': '143,738', 'imdbID': 'tt8404614', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': 'N/A', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Knives Out,https://www.rottentomatoes.com/m/knives_out,"Released Nov 27, 2019",97.0,92.0,2019.0,True,,tt8946378,PG-13,130,"Comedy, Crime, Drama","When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.",https://m.media-amazon.com/images/M/MV5BZDU5ZTRkYmItZjg0Mi00ZTQwLThjMWItNWM3MTMxMzVjZmVjXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Knives Out', 'Year': '2019', 'Rated': 'PG-13', 'Released': '27 Nov 2019', 'Runtime': '130 min', 'Genre': 'Comedy, Crime, Drama', 'Director': 'Rian Johnson', 'Writer': 'Rian Johnson', 'Actors': 'Daniel Craig, Chris Evans, Ana de Armas', 'Plot': 'When renowned crime novelist Harlan Thrombey is found dead at his estate just after his 85th birthday, the inquisitive and debonair Detective Benoit Blanc is mysteriously enlisted to investigate.', 'Language': 'English', 'Country': 'United States', 'Awards': 'Nominated for 1 Oscar. 52 wins & 113 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BZDU5ZTRkYmItZjg0Mi00ZTQwLThjMWItNWM3MTMxMzVjZmVjXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '82/100'}], 'Metascore': '82', 'imdbRating': '7.9', 'imdbVotes': '826,032', 'imdbID': 'tt8946378', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$165,363,234', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Honey Boy,https://www.rottentomatoes.com/m/honey_boy,"Released Nov 8, 2019",95.0,92.0,2019.0,True,,tt8151874,R,94,Drama,A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health.,https://m.media-amazon.com/images/M/MV5BMmE2ZWU0NzUtMWZlOS00OWEzLWJiNjUtMDAwZWEyY2MzYjc2XkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Honey Boy', 'Year': '2019', 'Rated': 'R', 'Released': '27 Nov 2019', 'Runtime': '94 min', 'Genre': 'Drama', 'Director': ""Alma Har'el"", 'Writer': 'Shia LaBeouf', 'Actors': 'Shia LaBeouf, Lucas Hedges, Noah Jupe', 'Plot': ""A young actor's stormy childhood and early adult years as he struggles to reconcile with his father and deal with his mental health."", 'Language': 'English, Spanish', 'Country': 'United States', 'Awards': '10 wins & 41 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BMmE2ZWU0NzUtMWZlOS00OWEzLWJiNjUtMDAwZWEyY2MzYjc2XkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '73/100'}], 'Metascore': '73', 'imdbRating': '7.2', 'imdbVotes': '42,266', 'imdbID': 'tt8151874', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$3,012,615', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
Ford v Ferrari,https://www.rottentomatoes.com/m/ford_v_ferrari,"Released Nov 15, 2019",92.0,98.0,2019.0,True,,tt1950186,PG-13,152,"Action, Biography, Drama",American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_SX300.jpg,"{'Title': 'Ford v Ferrari', 'Year': '2019', 'Rated': 'PG-13', 'Released': '15 Nov 2019', 'Runtime': '152 min', 'Genre': 'Action, Biography, Drama', 'Director': 'James Mangold', 'Writer': 'Jez Butterworth, John-Henry Butterworth, Jason Keller', 'Actors': 'Matt Damon, Christian Bale, Jon Bernthal', 'Plot': 'American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.', 'Language': 'English, Italian, French, Japanese', 'Country': 'United States', 'Awards': 'Won 2 Oscars. 26 wins & 86 nominations total', 'Poster': 'https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_SX300.jpg', 'Ratings': [{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}], 'Metascore': '81', 'imdbRating': '8.1', 'imdbVotes': '539,559', 'imdbID': 'tt1950186', 'Type': 'movie', 'DVD': 'N/A', 'BoxOffice': '$117,624,357', 'Production': 'N/A', 'Website': 'N/A', 'Response': 'True'}"
