rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/million_dollar_baby,Million Dollar Baby,"Frankie Dunn (Clint Eastwood) is a veteran Los Angeles boxing trainer who keeps almost everyone at arm's length, except his old friend and associate Eddie ""Scrap Iron"" Dupris (Morgan Freeman). When Maggie Fitzgerald (Hilary Swank) arrives in Frankie's gym seeking his expertise, he is reluctant to train the young woman, a transplant from working-class Missouri. Eventually, he relents, and the two form a close bond that will irrevocably change them both.","Clint Eastwood's assured direction - combined with knockout performances from Hilary Swank and Morgan Freeman - help Million Dollar Baby to transcend its clichés, and the result is deeply heartfelt and moving.",PG-13,"Drama, Romance",Clint Eastwood,"Clint Eastwood, Paul Haggis","Clint Eastwood, Hilary Swank, Morgan Freeman, Jay Baruchel, Mike Colter, Lucia Rijker, Anthony Mackie, Margo Martindale, Riki Lindhome, Brian F. O'Byrne, Michael Peña, Bruce Forman, Benito Martinez, Bruce MacVittie, David Powledge, Joe D'Angerio, Dave A. Powledge, Marcus Chait, Mark Chait, Tom McCleister, Erica Grant, Naveen, Morgan Eastwood, Jamison Yang, Dean Familton, Dr. Louis Moret, V.J. Foster, Jon D. Scholore II, Marty Sammon, Steven M. Porter, Ray Corona, Ming Lo, Miguel Pérez, Jim Cantafio, Ted Grossman, Ned Eisenberg, Marco Rodriguez, Roy Nugent, Don Familton, Mark Thomason, Brian T. Finney, Spice Williams, Kim Strauss, Rob Maron, Kirsten Berman, Susan Krebs, Sunshine Chantal Parkman, Kim Dannenberg, Eddie Bates",2004-12-15,2016-01-14,132.0,Warner Bros. Pictures,Certified-Fresh,91.0,268.0,Upright,90.0,405053.0,58,243,25
m/mind-game,Mind Game,Nishi travels to heaven and back.,,NR,"Action & Adventure, Animation, Art House & International, Comedy, Science Fiction & Fantasy",Masaaki Yuasa,Masaaki Yuasa,"Sayaka Maeda, Seiko Takuma, Tomomitsu Yamaguchi, Takashi Fujii, Koji Imada",2004-08-07,2018-08-28,103.0,Asmik Ace Entertainment,Fresh,100.0,11.0,Upright,93.0,3388.0,5,11,0
m/miracle_on_34th_street,Miracle on 34th Street,"In this Christmas classic, an old man going by the name of Kris Kringle (Edmund Gwenn) fills in for an intoxicated Santa in Macy's annual Thanksgiving Day parade. Kringle proves to be such a hit that he is soon appearing regularly at the chain's main store in midtown Manhattan. When Kringle surprises customers and employees alike by claiming that he really is Santa Claus, it leads to a court case to determine his mental health and, more importantly, his authenticity.","Irrefutable proof that gentle sentimentalism can be the chief ingredient in a wonderful film, Miracle on 34th Street delivers a warm holiday message without resorting to treacle.",NR,"Classics, Drama, Kids & Family, Science Fiction & Fantasy, Special Interest, Romance",George Seaton,George Seaton,"Edmund Gwenn, John Payne, Maureen O'Hara, Natalie Wood, Porter Hall, Gene Lockhart, William Frawley, Jerome Cowan, Philip Tonge, Jack Albertson, Harry Antrim, Lela Bliss, Thelma Ritter, James Seay, Mary Field, Theresa Harris, Alvin Greenman, Anne Staunton, Robert Hyatt, Richard Irving, Jeff Corey, Anne O'Neal, Anthony Sydes, William Forrest, Alvin Hammer, Joseph McInerney, Ida McGuire, Percy Helton, Jane Green, Marlene Lyden, Guy Thomajan, Robert Lynn, Jean O'Donnell, 'Snub' Pollard, Robert Karnes, Basil Walker, Herbert Heyes, Steve Roberts, Teddy Driver, Robert Gist, Patty Smith",1947-01-01,2015-11-25,96.0,20th Century Fox,Certified-Fresh,96.0,47.0,Upright,87.0,47572.0,10,45,2
m/misery,Misery,"After a serious car crash, novelist Paul Sheldon (James Caan) is rescued by former nurse Annie Wilkes (Kathy Bates), who claims to be his biggest fan. Annie brings him to her remote cabin to recover, where her obsession takes a dark turn when she discovers Sheldon is killing off her favorite character from his novels. As Sheldon devises plans for escape, Annie grows increasingly controlling, even violent, as she forces the author to shape his writing to suit her twisted fantasies.","Elevated by standout performances from James Caan and Kathy Bates, this taut and frightening film is one of the best Stephen King adaptations to date.",R,"Drama, Horror, Mystery & Suspense",Rob Reiner,William Goldman,"Kathy Bates, James Caan, Richard Farnsworth, Frances Sternhagen, Lauren Bacall, Graham Jarvis, Jerry Potter, J.T. Walsh, Tom Brunelle, Archie Hahn III, June Christopher, Wendy Bowers, Janet Hirshenson, Jane Jenkins, Misery the Pig, Pig: Misery, Julie Payne, Greg Snegoff, Rob Reiner",1990-11-30,2016-11-25,107.0,Columbia Pictures,Certified-Fresh,90.0,68.0,Upright,89.0,177958.0,12,61,7
m/mishima_a_life_in_four_chapters,Mishima: A Life in Four Chapters,"Fact, fiction and dramatization illustrate events in the life of controversial author-militarist Yukio Mishima.",Paul Schrader's directorial masterpiece is a classy and imaginative portrait enriched by a stunning score and impressive cinematography.,R,"Art House & International, Drama",Paul Schrader,"Paul Schrader, Leonard Schrader, Chieko Schrader","Ken Ogata, Masayuki Shionoya, Hiroshi Mikami, Junya Fukuda, Shigeto Tachihara, Junkichi Orimoto, Naoko Otani, Eimei Exumi, Minoru Hodaka, Gô Rijû, Masato Aizawa, Yuki Nagahara, Kyuzo Kobayashi, Haruko Kato, Yuki Kitazume, Kimiko Ito, Hideo Fukuhara, Yosuke Mizuno, Alan Mark Poul, Ren Ebata, Yasuhiro Arai, Fumio Mizushima, Yuichi Saito, Yasosuke Bando, Hisako Manda, Naomi Oki, Miki Takakura, Imari Tauji, Koichi Sato, Shinji Miura, Kenji Sawada, Reisen Lee, Setsuko Karasuma, Tadanori Yokoo, Yasuaki Kurata, Mitsuru Hirata, Eimei Ezumi, Sachiko Akagi, Sachiko Hidari, Tsutomu Harada, Mami Okamoto, Toshio Hosokawa, Toshiyuki Nagashima, Hiroshi Katsuno, Hiroki Ida, Jun Negami, Ryô Ikebe, Shoichiro Sakata, Naoya Makoto, Kojiro Oka, Tatsuya Hiragaki, Shinichi Nosaka, Atsushi Takayama, Roy Scheider, Kazuo Kato, John Nathan Turner, Donald Richie",1985-09-20,2017-02-18,120.0,Criterion Collection,Fresh,89.0,28.0,Upright,91.0,3230.0,11,25,3
m/miss_americana,Miss Americana,Pop singer Taylor Swift reveals intimate details of her life while showcasing backstage and onstage concert footage.,Miss Americana provides an engaging if somewhat deliberately opaque backstage look at a pop star turned cultural phenomenon.,NR,Documentary,Lana Wilson,,Taylor Swift,2020-01-31,2020-01-31,86.0,Netflix,Certified-Fresh,91.0,91.0,Upright,91.0,4366.0,21,83,8
m/mission_impossible_fallout,Mission: Impossible - Fallout,"Ethan Hunt and the IMF team join forces with CIA assassin August Walker to prevent a disaster of epic proportions. Arms dealer John Lark and a group of terrorists known as the Apostles plan to use three plutonium cores for a simultaneous nuclear attack on the Vatican, Jerusalem and Mecca, Saudi Arabia. When the weapons go missing, Ethan and his crew find themselves in a desperate race against time to prevent them from falling into the wrong hands.","Fast, sleek, and fun, Mission: Impossible - Fallout lives up to the ""impossible"" part of its name by setting yet another high mark for insane set pieces in a franchise full of them.",PG-13,"Action & Adventure, Drama, Mystery & Suspense",Christopher McQuarrie,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg, Rebecca Ferguson, Sean Harris, Angela Bassett, Vanessa Kirby, Wes Bentley, Frederick Schmidt, Michelle Monaghan, Alec Baldwin, Yang Feng Liang, Kristoffer Joner, Wolf Blitzer, Raphael Joner, Andrew Cazanave Pin, Christophe deChoisy, Raphael Desprez, Jean Baptiste Fillon, Max Geller, Olivier Huband, Vincent Latorre, Thierry Picaut, Alexandre Poole, Guy Remy, Anne Alix, Joey Ansah, Velibor Topic, Dean Ashton, Dj Harvey, Grahame Fox, Charlie Archer, Caspar Phillipson, Lolly Adefope, Ffion Jolly, Russ Bain, Nigel Allen, Tracey Saunders, Alicia Mencia Castano",2018-07-27,2018-11-20,147.0,Paramount Pictures,Certified-Fresh,97.0,428.0,Upright,88.0,16098.0,59,417,12
m/mission_impossible_rogue_nation,Mission: Impossible Rogue Nation,"With the IMF now disbanded and Ethan Hunt (Tom Cruise) out in the cold, a new threat -- called the Syndicate -- soon emerges. The Syndicate is a network of highly skilled operatives who are dedicated to establishing a new world order via an escalating series of terrorist attacks. Faced with what may be the most impossible mission yet, Ethan gathers his team and joins forces with Ilsa Faust (Rebecca Ferguson), a disavowed British agent who may or may not be a member of this deadly rogue nation.",Mission: Impossible Rogue Nation continues the franchise's thrilling resurgence -- and proves that Tom Cruise remains an action star without equal.,PG-13,Action & Adventure,Christopher McQuarrie,"Christopher McQuarrie, Bruce Geller","Tom Cruise, Jeremy Renner, Ving Rhames, Simon Pegg, Rebecca Ferguson, Alec Baldwin, Simon McBurney, Jingchu Zhang, Sean Harris, Hermione Corfield, Jens Hultén, Rachel Ritfeld, Jorge Leon Martinez, Nigel Barber, Jess Williams, Jessica Williams, Sean Cronin, Mark Preston, Judit Novotnik, Lasco Atkins, Stella Stocker, Solomon B Taiwo, Shina Shihoko Nagai, Debra Leigh-Taylor, Robert Maaser, Mingus Johnston, Christopher March, Christopher Marsh, Eva-Marie Becker, Asim Ahmad, Philip Howard, Tom Coulston, Tony Paul West, Noni Harrison, Joanne Manchester, Bruce Lawrence, Vauxhall Jermaine, Sharon Forbes, Wolfgang Stegemann, Osy Ikhile, Guy Potter, Daniel Eghan, James Weber-Brown",2015-07-31,2016-06-01,131.0,Paramount Pictures,Certified-Fresh,93.0,322.0,Upright,87.0,93178.0,52,301,21
m/moana_2016,Moana,"An adventurous teenager sails out on a daring mission to save her people. During her journey, Moana meets the once-mighty demigod Maui, who guides her in her quest to become a master way-finder. Together they sail across the open ocean on an action-packed voyage, encountering enormous monsters and impossible odds. Along the way, Moana fulfills the ancient quest of her ancestors and discovers the one thing she always sought: her own identity.","With a title character as three-dimensional as its lush animation and a story that adds fresh depth to Disney's time-tested formula, Moana is truly a family-friendly adventure for the ages.",PG,"Action & Adventure, Animation, Kids & Family","Ron Clements, John Musker, Chris Williams (IX), Don Hall",Jared Bush,"Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Jemaine Clement, Nicole Scherzinger, Alan Tudyk, Oscar Kightley, Troy Polamalu, Puanani Cravalho, Louise Bush",2016-11-23,2017-02-21,113.0,Walt Disney Pictures,Certified-Fresh,95.0,279.0,Upright,89.0,69449.0,51,265,14
m/modern_times,Modern Times,"This comedic masterpiece finds the iconic Little Tramp (Charlie Chaplin) employed at a state-of-the-art factory where the inescapable machinery completely overwhelms him, and where various mishaps keep getting him sent to prison. In between his various jail stints, he meets and befriends an orphan girl (Paulette Goddard). Both together and apart, they try to contend with the difficulties of modern life, with the Tramp working as a waiter and eventually a performer.","A slapstick skewering of industrialized America, Modern Times is as politically incisive as it is laugh-out-loud hilarious.",G,"Classics, Comedy",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Paulette Goddard, Henry Bergman, Chester Conklin, Hank Mann, Louis Natheaux, Stanley Blystone, Allan Garcia, Sammy Stein, Juana Sutton, Jack Low, Walter James, Norman Ainsley, Bobby Barber, Richard Alexander, Dr. Cecil Reynolds, Mira McKinney, Gloria de Haven, Chuck Hamilton, Lloyd Ingraham, Heinie Conklin, John Rand, Frank Moran, Murdock MacQuarrie, Wilfred Lucas, Edward J. Le Saint, Fred Malatesta, Ted Oliver, James C. Morton, Edward M. Kimball, Harry Wilson, Frank S. Hagney, Stanley ""Tiny"" Sandford, Al Ernest Garcia",1936-02-25,2017-05-22,89.0,United Artists,Certified-Fresh,100.0,61.0,Upright,95.0,40236.0,13,61,0
m/momentum_generation,Momentum Generation,"In the 1990s, teenagers from Hawaii become professional surfers and rise to stardom.",,NR,Documentary,"Jeff Zimbalist, Michael Zimbalist","Jeff Zimbalist, Michael Zimbalist","Shane Dorian, Rob Machado, Kelly Slater",,2018-12-12,103.0,HBO Sports,Fresh,100.0,6.0,Upright,100.0,55.0,2,6,0
m/mommy_2015,Mommy,"A peculiar neighbor (Suzanne Clément) offers hope to a recent widow (Anne Dorval) who is struggling to raise a teenager (Antoine-Olivier Pilon) who is unpredictable and, sometimes, violent.","As challenging as it is rewarding, Mommy finds writer-director Xavier Dolan taking another impressive step forward.",R,Drama,Xavier Dolan,Xavier Dolan,"Anne Dorval, Antoine-Olivier Pilon, Suzanne Clément, Alexandre Goyette, Patrick Huard, Viviane Pascal, Natalie Hamel-Roy, Viviane Pacal, Michèle Lituac, Ted Pluviose, Reda Guerinik",2015-01-23,2015-12-06,139.0,Lionsgate,Certified-Fresh,89.0,128.0,Upright,89.0,7721.0,37,114,15
m/mommy_dead_and_dearest,Mommy Dead and Dearest,The murder of Deedee Blanchard by her daughter Gypsey Rose is explored.,,NR,Documentary,Erin Lee Carr,,"Jim Arnott, Gypsy Rose Blanchard, Kristy Blanchard, Rod Blanchard, Michelle Dean, Bernard Flatersten",,2018-08-25,82.0,HBO,Fresh,100.0,13.0,Upright,87.0,328.0,5,13,0
m/mon_oncle,Mon Oncle,"Genial, bumbling Monsieur Hulot (Jacques Tati) loves his top-floor apartment in a grimy corner of the city, and cannot fathom why his sister's family has moved to the suburbs. Their house is an ultra-modern nightmare, which Hulot only visits for the sake of stealing away his rambunctious young nephew (Alain Becourt). Hulot's sister (Adrienne Servantie), however, wants to win him over to her new way of life, and conspires to set him up with a wife and job.",Jacques Tati's most accessible film is a paean to gentle values and observing the small details of life.,NR,"Art House & International, Comedy",Jacques Tati,"Jacques LaGrange, Jean L'Hote, Jacques Tati","Jacques Tati, Jean-Pierre Zola, Adrienne Servantie, Alain Becourt, Lucien Frégis, Betty Schneider, Yvonne Arnaud, Dominique Marie, J.F. Martial, Claude Badolle, Nicolas Bataille, Andre Dino, Regis Fontenay, Adelaide Danielli, Denise Péronne, Michel Goyot, Dominique Derly, Max Martel, Francomme, Claire Rocca, Jean-Claude Rémoleux, Rene Lord, Nicole Regnault, Vicco von Bülow, Mancini, Jean Meyet, Suzanne Franck, Jean-François Martial, Adelaide Danieli",1958-11-03,2016-09-28,118.0,Continental Distributing Inc.,Fresh,92.0,26.0,Upright,89.0,7507.0,5,24,2
m/moneyball,Moneyball,"Billy Beane (Brad Pitt), general manager of the Oakland A's, one day has an epiphany: Baseball's conventional wisdom is all wrong. Faced with a tight budget, Beane must reinvent his team by outsmarting the richer ball clubs. Joining forces with Ivy League graduate Peter Brand (Jonah Hill), Beane prepares to challenge old-school traditions. He recruits bargain-bin players whom the scouts have labeled as flawed, but have game-winning potential. Based on the book by Michael Lewis.","Director Bennett Miller, along with Brad Pitt and Jonah Hill, take a niche subject and turn it into a sharp, funny, and touching portrait worthy of baseball lore.",PG-13,Drama,Bennett Miller,"Steven Zaillian, Aaron Sorkin","Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Robin Wright, Chris Pratt, Brent Jennings, Ken Medlock, Tammy Blanchard, Vyto Ruginis, Jack McGee, Nick Searcy, Glenn Morshower, Casey Bond, Nick Porrazzo, Kerris Dorsey, Arliss Howard, Reed Thompson, James Shanklin, Diane Behrens, Takayo Fischer, Derrin Ebert, Miguel Mendoza, Adrian Bellani, Tom Gamboa, Artie Harris, Barry Moss, Bob Bishop, George Vranau, Phil Pote, Art Ortiz, Royce Clayton, Marvin Horn, Brent Dohling",2011-09-23,2013-09-03,133.0,Sony Pictures,Certified-Fresh,94.0,266.0,Upright,86.0,91772.0,55,250,16
m/monsieur_lazhar_2011,Monsieur Lazhar,A recent emigrant (Fellag) of Algeria takes over a Canadian classroom after a teacher's tragic death.,Monsieur Lahzar is a tender and thoughtful portrait of a man with hidden grief and also a compelling exploration of the teacher-student dynamic.,PG-13,"Art House & International, Comedy, Drama",Philippe Falardeau,Philippe Falardeau,"Mohamed Fellag, Sophie Nélisse, Emilien Néron, Danielle Proulx, Seddik Benslimane, Brigitte Poupart, Louis Champagne, Jules Philip, Francine Ruel, Seddik Benslimane, Sophie Sanscartier, Marie-Ève Beauregard, Louis-David Leblanc, Millard Vincent, André Robitaille, Daniel Gadouas, Stéphane Demers, Evelyne De La Cheneliere, Marie Charlebois, Nico Lagarde",2012-04-13,2016-08-10,94.0,Music Box Films,Certified-Fresh,97.0,119.0,Upright,86.0,26259.0,42,116,3
m/monsieur_verdoux,Monsieur Verdoux,"Monsieur Verdoux (Charles Chaplin) is a dapper Parisian family man who loses his job as a bank clerk. In order to support his wife and child, he devises a plan to woo and marry rich widows under a variety of aliases, then murder them for their money. His scheme works until his 14th victim, the loud-mouthed Annabella Bonheur (Martha Raye), proves impossible to kill, and he takes pity on a beautiful but down-on-her-luck prostitute whom he was going to test a poison on.","Charles Chaplin adds an undercurrent of malice to his comedic persona in Monsieur Verdoux, an unsettling satire that subverts the tramp's image to perversely amusing effect.",NR,"Classics, Comedy, Drama, Special Interest",Charles Chaplin,Charles Chaplin,"Charles Chaplin, Martha Raye, Isobel Elsom, Mady Correll, Allison Roddan, Robert Lewis, Audrey Betz, Ada May, Marjorie Bennett, Margaret Hoffman, Marilyn Nash, Helene Heigh, Irving Bacon, Edwin Mills, Almira Sessions, Virginia Brissac, Bernard Nedell, Charles Evans, Eddie Mills, Arthur Hohl, John Harmon, Eula Morgan, Vera Marshe, William Frawley, Fritz Leiber, Barbara Slater, Fred Karno, Barry Norton, Edna Purviance, Pierre Watkin, Cyril Delevanti, Franklin Farnum, Charles Wagenheim, Addison Richards, James Craven, Franklyn Farnum, Herb Vigran, Boyd Irwin, Paul Newlan, Joseph Crehan, Wheaton Chambers, Frank Reicher, Warren Ashe",1947-04-11,2017-03-23,123.0,Criterion Collection,Fresh,97.0,34.0,Upright,88.0,5475.0,8,33,1
